iter	Logloss
125	0.6884464294
126	0.6884109558
127	0.6883760315
128	0.6883397339
129	0.6883019714
130	0.6882692261
131	0.6882435303
132	0.6882199646
133	0.6881814209
134	0.6881413818
135	0.6880928284
136	0.6880472778
137	0.6880029602
138	0.687983606
139	0.68796474
140	0.6879169556
141	0.687895929
142	0.6878635498
143	0.6878346436
144	0.6877897217
145	0.687757428
146	0.68772229
147	0.6876885193
148	0.6876544678
149	0.6876298035
150	0.6875949463
151	0.6875602722
152	0.6875416077
153	0.6875147522
154	0.6874780579
155	0.6874515137
156	0.6874182678
157	0.6873914673
158	0.687359552
159	0.687321582
160	0.6872865845
161	0.6872288269
162	0.6872038025
163	0.6871688538
164	0.6871297913
165	0.6870889465
166	0.6870688049
167	0.6870159424
168	0.6869885193
169	0.6869523865
170	0.6869263367
171	0.6868907288
172	0.6868539246
173	0.6868148376
174	0.6867696472
175	0.6867145935
176	0.6866815979
177	0.6866401001
178	0.6865999023
179	0.6865629456
180	0.686531073
181	0.6864829346
182	0.6864309998
183	0.6863946533
184	0.6863354065
185	0.6862763672
186	0.6862356995
187	0.6861924927
188	0.6861661621
189	0.6861304443
190	0.6860836548
191	0.6860352417
192	0.6859946106
193	0.6859638
194	0.6859144714
195	0.68585979
196	0.6858142151
197	0.685764917
198	0.6857263184
199	0.6856687866
200	0.6856320862
201	0.6855802673
202	0.685535321
203	0.6854940491
204	0.6854372009
205	0.6853962219
206	0.6853403687
207	0.6852875427
208	0.6852434814
209	0.6852021484
210	0.6851403809
211	0.6850903687
212	0.6850409119
213	0.6850033997
214	0.6849555908
215	0.684908783
216	0.6848606018
217	0.6848244751
218	0.6847682007
219	0.6847100159
220	0.6846684143
221	0.6846316833
222	0.6845770508
223	0.6845241089
224	0.6844826294
225	0.6844391846
226	0.6843816772
227	0.6843377869
228	0.6842880188
229	0.6842339722
230	0.6841829895
231	0.684130957
232	0.6840822021
233	0.6840369568
234	0.6839899109
235	0.6839479065
236	0.6839009644
237	0.6838507874
238	0.6838035583
239	0.6837538086
240	0.6837004211
241	0.6836603271
242	0.6836120239
243	0.6835549133
244	0.6835136353
245	0.6834792175
246	0.6834528503
247	0.6833929321
248	0.6833227844
249	0.6832772644
250	0.6832360046
251	0.6831726379
252	0.6831358887
253	0.6830694031
254	0.6830295349
255	0.6829731628
256	0.6829257568
257	0.682891925
258	0.6828367859
259	0.6827819031
260	0.68274021
261	0.6826914917
262	0.6826288391
263	0.6825915894
264	0.6825414001
265	0.6824917664
266	0.6824429199
267	0.6824036011
268	0.6823701782
269	0.6823298279
270	0.6822851135
271	0.6822320923
272	0.682196814
273	0.6821674255
274	0.6821320679
275	0.6820965515
276	0.6820519775
277	0.6820056885
278	0.6819660522
279	0.6819194214
280	0.6818732605
281	0.6818375122
282	0.6818014526
283	0.6817654053
284	0.6817218445
285	0.6816853516
286	0.6816422607
287	0.6815937256
288	0.6815446472
289	0.6814877869
290	0.6814335632
291	0.6814046204
292	0.6813548767
293	0.6813100342
294	0.6812585449
295	0.6812105042
296	0.6811796082
297	0.6811357178
298	0.6810947144
299	0.6810213684
300	0.6809888306
301	0.6809612244
302	0.6809220642
303	0.6808872253
304	0.6808394531
305	0.6807943542
306	0.6807557861
307	0.6807290161
308	0.6806939575
309	0.6806385925
310	0.680600116
311	0.6805454834
312	0.6804948914
313	0.6804319702
314	0.6803969055
315	0.6803593689
316	0.6803168274
317	0.680290094
318	0.6802189148
319	0.6801706848
320	0.6801183716
321	0.6800609558
322	0.6799998291
323	0.6799640686
324	0.6799001709
325	0.6798562866
326	0.6798184204
327	0.6797668091
328	0.6797247864
329	0.6796836548
330	0.6796429016
331	0.6796076294
332	0.6795592712
333	0.6795226685
334	0.6794731506
335	0.6794309204
336	0.6793810425
337	0.6793332886
338	0.6792760132
339	0.6792376282
340	0.6792022522
341	0.6791624756
342	0.6791315613
343	0.6790855591
344	0.6790409546
345	0.6790015808
346	0.6789531677
347	0.6789145752
348	0.6788731689
349	0.6788269409
350	0.6787861023
351	0.6787353394
352	0.6786825134
353	0.678621936
354	0.6785785156
355	0.6785441284
356	0.6785007141
357	0.6784417908
358	0.6784086792
359	0.6783580383
360	0.6783237183
361	0.6782871643
362	0.6782520447
363	0.6782168091
364	0.6781770142
365	0.678117688
366	0.6780713623
367	0.6780282104
368	0.6779770264
369	0.6779387634
370	0.6778985352
371	0.6778588257
372	0.6778237915
373	0.6777793213
374	0.6777478027
375	0.6776874817
376	0.6776372681
377	0.6775948486
378	0.6775452087
379	0.677476825
380	0.6774385864
381	0.6773976196
382	0.6773502808
383	0.6773200989
384	0.6772785339
385	0.6772314453
386	0.6771858948
387	0.6771548401
388	0.6771119751
389	0.6770756531
390	0.6770393433
391	0.6769945435
392	0.6769556213
393	0.6769195435
394	0.6768946045
395	0.6768585754
396	0.6768122253
397	0.6767637817
398	0.6767245911
399	0.6766877869
400	0.6766458313
401	0.6766004517
402	0.6765549072
403	0.67651651
404	0.6764829224
405	0.676436145
406	0.6764088501
407	0.67634823
408	0.6763180176
409	0.6762692078
410	0.6762241699
411	0.6761775085
412	0.6761411194
413	0.6760950745
414	0.6760486633
415	0.6760153564
416	0.6759727722
417	0.6759237549
418	0.675887085
419	0.6758470764
420	0.6758096741
421	0.6757772888
422	0.6757404541
423	0.6757004761
424	0.6756701172
425	0.6756403137
426	0.6755951416
427	0.6755507996
428	0.6755135681
429	0.6754612976
430	0.6754171387
431	0.6753797729
432	0.6753504578
433	0.675303064
434	0.6752607605
435	0.6752213501
436	0.6751750793
437	0.6751361755
438	0.6750998047
439	0.6750670593
440	0.6750374634
441	0.6749946106
442	0.6749497253
443	0.6749172791
444	0.6748793762
445	0.6748258911
446	0.674788678
447	0.6747409363
448	0.6747004395
449	0.6746575134
450	0.6746199341
451	0.6745918884
452	0.6745571594
453	0.6745135986
454	0.6744810059
455	0.6744383484
456	0.6744021118
457	0.6743601807
458	0.6743242615
459	0.6742889221
460	0.6742456787
461	0.6742048096
462	0.6741595581
463	0.6740900818
464	0.6740482361
465	0.6740015015
466	0.6739657471
467	0.6739159302
468	0.6738833557
469	0.6738468933
470	0.6738138611
471	0.6737891418
472	0.6737558533
473	0.673703241
474	0.6736412842
475	0.6735907471
476	0.6735454712
477	0.6734957764
478	0.6734633484
479	0.6734139343
480	0.6733788818
481	0.6733305054
482	0.673287384
483	0.6732629761
484	0.6732189453
485	0.6731723999
486	0.6731232483
487	0.6730775208
488	0.6730403503
489	0.6729970215
490	0.6729517334
491	0.6729171082
492	0.6728646301
493	0.6728185547
494	0.6727734863
495	0.6727387573
496	0.6726922241
497	0.672648584
498	0.6726098022
499	0.6725694824
500	0.6725387512
501	0.6725042114
502	0.672473114
503	0.6724384521
504	0.6724021973
505	0.6723576538
506	0.6723146057
507	0.6722816833
508	0.6722310913
509	0.6721905823
510	0.6721458435
511	0.6721098877
512	0.6720745178
513	0.6720326904
514	0.6719854431
515	0.6719267151
516	0.6718999451
517	0.6718480164
518	0.6717989807
519	0.6717616455
520	0.6717263428
521	0.6716822021
522	0.6716559509
523	0.6716196472
524	0.6715711609
525	0.6715496582
526	0.6715174133
527	0.6714757141
528	0.6714339294
529	0.6713845215
530	0.6713381104
531	0.6712923462
532	0.6712585754
533	0.6712214111
534	0.6711779602
535	0.6711370544
536	0.6710985107
537	0.6710501831
538	0.6710120483
539	0.670981134
540	0.6709540039
541	0.6709073608
542	0.6708529724
543	0.670808374
544	0.6707603699
545	0.6707452576
546	0.6707014465
547	0.6706645264
548	0.6706079224
549	0.6705734619
550	0.6705416931
551	0.6705077759
552	0.6704721985
553	0.6704471313
554	0.6704153931
555	0.6703586487
556	0.6703275513
557	0.6702941467
558	0.6702503479
559	0.6701958435
560	0.6701443298
561	0.670102002
562	0.6700616394
563	0.6700160767
564	0.6699834167
565	0.6699409119
566	0.6698898315
567	0.6698412842
568	0.6698078491
569	0.6697681396
570	0.6697278442
571	0.6696939026
572	0.6696586792
573	0.669614447
574	0.6695834717
575	0.6695331909
576	0.6694953003
577	0.6694571228
578	0.6694202698
579	0.6693795166
580	0.669348407
581	0.6693085693
582	0.6692730103
583	0.6692315613
584	0.6691856079
585	0.6691609497
586	0.6691437683
587	0.6691114746
588	0.6690694031
589	0.6690294128
590	0.6690045227
591	0.6689585937
592	0.6689236755
593	0.6688833191
594	0.6688317566
595	0.6687873535
596	0.6687639893
597	0.6687268555
598	0.6686774414
599	0.6686360657
600	0.6686053711
601	0.668565033
602	0.6685297485
603	0.6684831421
604	0.6684488159
605	0.6684089478
606	0.668369342
607	0.6683335083
608	0.668291394
609	0.6682555786
610	0.6682303833
611	0.6681938538
612	0.6681514038
613	0.6681036926
614	0.6680763428
615	0.668031604
616	0.6680039673
617	0.6679651489
618	0.6679237183
619	0.6678908264
620	0.6678566895
621	0.6678240662
622	0.667785675
623	0.6677529663
624	0.6677206604
625	0.6676894958
626	0.667650061
627	0.6676147644
628	0.6675749573
629	0.667532782
630	0.6675019531
631	0.6674673279
632	0.6674380737
633	0.6674030823
634	0.667356665
635	0.6673173889
636	0.6672780151
637	0.6672391724
638	0.6671941528
639	0.6671610596
640	0.6671210083
641	0.6670896301
642	0.6670550964
643	0.6670119934
644	0.6669495056
645	0.6669190857
646	0.6668829285
647	0.6668481934
648	0.666796521
649	0.6667536621
650	0.6667272095
651	0.666694928
652	0.6666667908
653	0.6666281311
654	0.6665887695
655	0.6665529785
656	0.6665183105
657	0.6664810791
658	0.666441571
659	0.6664107849
660	0.6663594238
661	0.666330719
662	0.666301947
663	0.6662776489
664	0.6662437988
665	0.6662197449
666	0.6661827454
667	0.6661523743
668	0.6661193726
669	0.6660815552
670	0.6660345764
671	0.6660005981
672	0.6659760132
673	0.6659341431
674	0.665887793
675	0.6658471252
676	0.6657974365
677	0.6657641235
678	0.6657330933
679	0.6657050232
680	0.665672052
681	0.6656373962
682	0.6656101135
683	0.6655800842
684	0.6655358643
685	0.6654922302
686	0.6654416687
687	0.6654033569
688	0.6653614807
689	0.6653444031
690	0.6653125366
691	0.6652700623
692	0.6652372681
693	0.6652072571
694	0.6651707703
695	0.6651376465
696	0.6650996521
697	0.6650653809
698	0.665026593
699	0.6649698853
700	0.6649402405
701	0.6648999817
702	0.6648612793
703	0.664828241
704	0.6647845154
705	0.6647514038
706	0.6647158386
707	0.6646789795
708	0.6646397644
709	0.6645950867
710	0.6645582886
711	0.6645317871
712	0.6644910461
713	0.6644435364
714	0.6643865601
715	0.6643625
716	0.6643261169
717	0.6642893677
718	0.6642588318
719	0.6642076965
720	0.6641678223
721	0.6641399475
722	0.6641214172
723	0.6640892883
724	0.664067395
725	0.6640290344
726	0.6639912476
727	0.6639617187
728	0.6639132141
729	0.6638879333
730	0.6638482117
731	0.6638050903
732	0.663771759
733	0.6637499023
734	0.663712677
735	0.6636774719
736	0.663634552
737	0.6635976746
738	0.6635607544
739	0.6635369995
740	0.6634968811
741	0.6634565369
742	0.6634226868
743	0.6633747986
744	0.6633512634
745	0.6633104797
746	0.6632756836
747	0.663238446
748	0.6631998291
749	0.6631717407
750	0.6631248962
751	0.6630866272
752	0.6630360535
753	0.6629890869
754	0.6629380737
755	0.6628952881
756	0.6628457458
757	0.6628083252
758	0.6627723022
759	0.6627299866
760	0.6626987732
761	0.6626663818
762	0.6626245605
763	0.6625982361
764	0.6625738525
765	0.6625307739
766	0.662494812
767	0.6624462219
768	0.6624192261
769	0.6623844238
770	0.6623536377
771	0.6623140259
772	0.6622788757
773	0.6622390442
774	0.6622104248
775	0.6621821289
776	0.6621579163
777	0.662128363
778	0.6620933044
779	0.6620501221
780	0.662017041
781	0.6619800659
782	0.6619393005
783	0.6618949951
784	0.6618619812
785	0.6618290955
786	0.6617839783
787	0.6617484497
788	0.6617108337
789	0.6616576416
790	0.6616229797
791	0.661589563
792	0.661555835
793	0.6615176147
794	0.661470459
795	0.6614367432
796	0.6613951721
797	0.6613620972
798	0.661317749
799	0.6612913452
800	0.6612671936
801	0.6612488159
802	0.6612115112
803	0.6611779968
804	0.6611423218
805	0.6611050293
806	0.6610825378
807	0.6610607849
808	0.6610271118
809	0.6609911255
810	0.660959259
811	0.6609210449
812	0.6608785034
813	0.6608368958
814	0.6607946838
815	0.6607618713
816	0.6607298218
817	0.6606864258
818	0.6606493835
819	0.6606095398
820	0.6605746216
821	0.6605434814
822	0.660511615
823	0.6604744568
824	0.6604336426
825	0.6604049377
826	0.6603608826
827	0.6603365051
828	0.6603013611
829	0.6602709045
830	0.6602313293
831	0.6602004333
832	0.6601659851
833	0.660116626
834	0.6600778809
835	0.660032074
836	0.6599853394
837	0.6599302979
838	0.6598966309
839	0.6598708801
840	0.6598358887
841	0.6598072937
842	0.6597705078
843	0.6597461243
844	0.6597194763
845	0.6596698853
846	0.6596432312
847	0.6596024353
848	0.6595776855
849	0.6595478577
850	0.6595159973
851	0.6594614441
852	0.6594046692
853	0.6593690979
854	0.6593450378
855	0.6593050232
856	0.6592684448
857	0.6592337952
858	0.6591977966
859	0.6591724792
860	0.6591330566
861	0.6590895874
862	0.659059906
863	0.6590228333
864	0.6589970032
865	0.6589639282
866	0.6589287048
867	0.6589048218
868	0.6588664307
869	0.6588369019
870	0.6587785767
871	0.6587556946
872	0.6587239258
873	0.6586958435
874	0.6586640991
875	0.6586297485
876	0.6586081665
877	0.6585711304
878	0.6585363953
879	0.6584967957
880	0.6584541443
881	0.6584093933
882	0.6583742065
883	0.658336676
884	0.6583114441
885	0.6582834717
886	0.6582605774
887	0.6582256653
888	0.6581828979
889	0.6581462769
890	0.6581290344
891	0.6580963257
892	0.6580555298
893	0.6580177979
894	0.6579859558
895	0.6579431396
896	0.6578956238
897	0.6578672424
898	0.6578368164
899	0.6577997009
900	0.6577512268
901	0.6577279358
902	0.6577010071
903	0.6576769165
904	0.6576435364
905	0.6576066162
906	0.6575788574
907	0.6575406799
908	0.6574930542
909	0.6574589844
910	0.6574258667
911	0.6573875977
912	0.6573566833
913	0.6573128662
914	0.6572759399
915	0.6572389221
916	0.65720755
917	0.6571612976
918	0.6571352722
919	0.6570969666
920	0.6570640625
921	0.6570387268
922	0.6570061523
923	0.6569692078
924	0.6569257324
925	0.6568937439
926	0.656850769
927	0.6568159058
928	0.6567788452
929	0.6567412842
930	0.6566991882
931	0.6566587158
932	0.6566315063
933	0.6566048157
934	0.6565675171
935	0.6565295715
936	0.6565061157
937	0.656481311
938	0.6564442688
939	0.6564099915
940	0.6563780457
941	0.6563542969
942	0.6563241943
943	0.6562853821
944	0.6562559875
945	0.6562159302
946	0.6561858826
947	0.6561616516
948	0.6561322632
949	0.6561023254
950	0.6560543823
951	0.6560246338
952	0.6560027344
953	0.6559731995
954	0.6559391418
955	0.6559018311
956	0.6558621399
957	0.6558136414
958	0.6557674011
959	0.6557286743
960	0.6557022705
961	0.6556622314
962	0.6556385193
963	0.6556012512
964	0.6555832214
965	0.6555475037
966	0.6555135437
967	0.6554889587
968	0.6554462708
969	0.6554086609
970	0.6553658142
971	0.6553161194
972	0.6552643921
973	0.6552417725
974	0.6552032837
975	0.6551579102
976	0.6551319153
977	0.655101062
978	0.6550745667
979	0.655048468
980	0.6550285645
981	0.6549946106
982	0.6549672729
983	0.6549326721
984	0.6548911804
985	0.6548556702
986	0.6548254456
987	0.6547894348
988	0.654765741
989	0.6547502136
990	0.6547274902
991	0.6546769714
992	0.6546561768
993	0.6546348877
994	0.654605072
995	0.6545727417
996	0.6545394836
997	0.6545098511
998	0.6544713135
999	0.654438208
